2025_02_13-11_05_29.jpg,195.0,1455.0,239.0,1502.0
2025_02_13-11_05_29.jpg,219.0,1389.0,259.0,1427.0
2025_02_13-11_05_29.jpg,225.0,1814.0,263.0,1849.0
2025_02_13-11_05_29.jpg,232.0,1896.0,270.0,1937.0
2025_02_13-11_05_29.jpg,261.0,1083.0,304.0,1116.0
2025_02_13-11_05_29.jpg,284.0,2043.0,329.0,2089.0
2025_02_13-11_05_29.jpg,298.0,1261.0,363.0,1297.0
2025_02_13-11_05_29.jpg,367.0,2120.0,409.0,2162.0
2025_02_13-11_05_29.jpg,391.0,1798.0,432.0,1841.0
2025_02_13-11_05_29.jpg,407.0,1464.0,481.0,1535.0
2025_02_13-11_05_29.jpg,448.0,1333.0,530.0,1412.0
2025_02_13-11_05_29.jpg,464.0,2254.0,506.0,2294.0
2025_02_13-11_05_29.jpg,466.0,1524.0,510.0,1581.0
2025_02_13-11_05_29.jpg,499.0,1764.0,552.0,1819.0
2025_02_13-11_05_29.jpg,502.0,996.0,569.0,1054.0
2025_02_13-11_05_29.jpg,604.0,1944.0,650.0,1986.0
2025_02_13-11_05_29.jpg,615.0,861.0,659.0,901.0
2025_02_13-11_05_29.jpg,624.0,1140.0,679.0,1187.0
2025_02_13-11_05_29.jpg,636.0,1208.0,656.0,1225.0
2025_02_13-11_05_29.jpg,652.0,1526.0,693.0,1574.0
2025_02_13-11_05_29.jpg,660.0,1710.0,704.0,1750.0
2025_02_13-11_05_29.jpg,691.0,1543.0,728.0,1590.0
2025_02_13-11_05_29.jpg,725.0,2454.0,769.0,2496.0
2025_02_13-11_05_29.jpg,743.0,763.0,808.0,838.0
2025_02_13-11_05_29.jpg,759.0,2248.0,802.0,2292.0
2025_02_13-11_05_29.jpg,806.0,1326.0,902.0,1416.0
2025_02_13-11_05_29.jpg,857.0,554.0,905.0,597.0
2025_02_13-11_05_29.jpg,866.0,2031.0,911.0,2074.0
2025_02_13-11_05_29.jpg,879.0,1552.0,900.0,1578.0
2025_02_13-11_05_29.jpg,943.0,1916.0,992.0,1972.0
2025_02_13-11_05_29.jpg,953.0,2593.0,998.0,2631.0
2025_02_13-11_05_29.jpg,977.0,1381.0,1049.0,1449.0
2025_02_13-11_05_29.jpg,986.0,513.0,1056.0,581.0
2025_02_13-11_05_29.jpg,989.0,933.0,1033.0,974.0
2025_02_13-11_05_29.jpg,1028.0,737.0,1042.0,758.0
2025_02_13-11_05_29.jpg,1050.0,738.0,1100.0,777.0
2025_02_13-11_05_29.jpg,1058.0,2301.0,1096.0,2347.0
2025_02_13-11_05_29.jpg,1064.0,274.0,1105.0,306.0
2025_02_13-11_05_29.jpg,1079.0,1175.0,1163.0,1257.0
2025_02_13-11_05_29.jpg,1109.0,2799.0,1149.0,2839.0
2025_02_13-11_05_29.jpg,1116.0,629.0,1136.0,651.0
2025_02_13-11_05_29.jpg,1124.0,1140.0,1147.0,1157.0
2025_02_13-11_05_29.jpg,1149.0,1938.0,1180.0,1998.0
2025_02_13-11_05_29.jpg,1150.0,1658.0,1241.0,1745.0
2025_02_13-11_05_29.jpg,1168.0,1135.0,1219.0,1197.0
2025_02_13-11_05_29.jpg,1169.0,1349.0,1245.0,1430.0
2025_02_13-11_05_29.jpg,1169.0,1969.0,1195.0,2001.0
2025_02_13-11_05_29.jpg,1211.0,1453.0,1303.0,1543.0
2025_02_13-11_05_29.jpg,1222.0,1783.0,1257.0,1817.0
2025_02_13-11_05_29.jpg,1237.0,853.0,1324.0,939.0
2025_02_13-11_05_29.jpg,1243.0,2739.0,1286.0,2777.0
2025_02_13-11_05_29.jpg,1249.0,2763.0,1323.0,2838.0
2025_02_13-11_05_29.jpg,1259.0,1092.0,1311.0,1139.0
2025_02_13-11_05_29.jpg,1276.0,675.0,1324.0,718.0
2025_02_13-11_05_29.jpg,1293.0,641.0,1327.0,674.0
2025_02_13-11_05_29.jpg,1299.0,1631.0,1374.0,1720.0
2025_02_13-11_05_29.jpg,1334.0,2421.0,1406.0,2490.0
2025_02_13-11_05_29.jpg,1338.0,1456.0,1379.0,1498.0
2025_02_13-11_05_29.jpg,1357.0,631.0,1392.0,669.0
2025_02_13-11_05_29.jpg,1391.0,2103.0,1479.0,2190.0
2025_02_13-11_05_29.jpg,1397.0,2497.0,1432.0,2531.0
2025_02_13-11_05_29.jpg,1411.0,2672.0,1453.0,2718.0
2025_02_13-11_05_29.jpg,1433.0,2518.0,1514.0,2598.0
2025_02_13-11_05_29.jpg,1473.0,935.0,1513.0,970.0
2025_02_13-11_05_29.jpg,1476.0,1122.0,1545.0,1188.0
2025_02_13-11_05_29.jpg,1486.0,357.0,1525.0,398.0
2025_02_13-11_05_29.jpg,1491.0,886.0,1531.0,921.0
2025_02_13-11_05_29.jpg,1498.0,958.0,1592.0,1053.0
